"ID" "Name" "Bgd.count" "Result.count" "Result.gene.list" "Pct.of.bgd" "Fold.enrichment" "Odds.ratio" "P.value" "Benjamini" "Bonferroni" "Cluster" "Type"
"15" "GO:0005930" "axoneme" 314 16 "Tb927.10.5350,Tb927.10.7230,Tb927.10.8590,Tb927.11.11220,Tb927.11.8160,Tb927.3.1190,Tb927.3.930,Tb927.4.2600,Tb927.6.3150,Tb927.6.620,Tb927.7.4020,Tb927.7.6640,Tb927.7.920,Tb927.8.1050,Tb927.8.3250,Tb927.9.1750," 5.1 3.17 3.62 3.88792687897e-05 0.00123636074751 0.00618180373756 1 "Cellular Component"
"16" "GO:0015630" "microtubule cytoskeleton" 386 17 "Tb927.10.1170,Tb927.10.14980,Tb927.10.15400,Tb927.10.15750,Tb927.10.5350,Tb927.10.5380,Tb927.10.8590,Tb927.11.11220,Tb927.11.8160,Tb927.11.8370,Tb927.3.2020,Tb927.3.4960,Tb927.3.930,Tb927.7.3160,Tb927.7.920,Tb927.8.3250,Tb927.9.3650," 4.4 2.74 3.11 0.00013551935328 0.00359126286192 0.0215475771715 1 "Cellular Component"
"17" "GO:0030990" "intraciliary transport particle" 31 4 "Tb927.10.1170,Tb927.10.14980,Tb927.10.5350,Tb927.10.5380," 12.9 8.03 9.34 0.0014288587819 0.0324555066174 0.227188546322 1 "Cellular Component"
"18" "GO:0003777" "microtubule motor activity" 86 11 "Tb927.10.15400,Tb927.10.5350,Tb927.11.11220,Tb927.11.8160,Tb927.3.2020,Tb927.3.4960,Tb927.3.930,Tb927.7.3160,Tb927.7.920,Tb927.8.3250,Tb927.9.3650," 12.8 7.96 9.75 1.04550647283e-07 1.6064272501e-05 1.77736100382e-05 1 "Molecular Function"
"19" "GO:0003774" "motor activity" 91 11 "Tb927.10.15400,Tb927.10.5350,Tb927.11.11220,Tb927.11.8160,Tb927.3.2020,Tb927.3.4960,Tb927.3.930,Tb927.7.3160,Tb927.7.920,Tb927.8.3250,Tb927.9.3650," 12.1 7.52 9.14 1.88991441189e-07 1.6064272501e-05 3.21285450021e-05 1 "Molecular Function"
"20" "GO:0004842" "ubiquitin-protein transferase activity" 36 7 "Tb927.10.8390,Tb927.10.9750,Tb927.11.3390,Tb927.11.4210,Tb927.4.310,Tb927.4.770,Tb927.8.1590," 19.4 12.1 15.6 1.32493192842e-06 6.85287947616e-05 0.000225238427831 1 "Molecular Function"
"21" "GO:0019787" "ubiquitin-like protein transferase activity" 37 7 "Tb927.10.8390,Tb927.10.9750,Tb927.11.3390,Tb927.11.4210,Tb927.4.310,Tb927.4.770,Tb927.8.1590," 18.9 11.77 15.08 1.61244222968e-06 6.85287947616e-05 0.000274115179046 1 "Molecular Function"
"22" "GO:0005524" "ATP binding" 640 27 "Tb927.1.4420,Tb927.10.15400,Tb927.10.5350,Tb927.11.10730,Tb927.11.11220,Tb927.11.11690,Tb927.11.14630,Tb927.11.4380,Tb927.11.7010,Tb927.11.8150,Tb927.11.8160,Tb927.2.2720,Tb927.2.3930,Tb927.3.2020,Tb927.3.4960,Tb927.3.930,Tb927.4.1510,Tb927.4.3020,Tb927.4.4430,Tb927.5.1090,Tb927.7.3160,Tb927.7.6680,Tb927.7.920,Tb927.8.3250,Tb927.8.3350,Tb927.9.3650,Tb927.9.6560," 4.2 2.63 3.16 2.39078842004e-06 7.15005421287e-05 0.000406434031406 1 "Molecular Function"
"23" "GO:0032559" "adenyl ribonucleotide binding" 646 27 "Tb927.1.4420,Tb927.10.15400,Tb927.10.5350,Tb927.11.10730,Tb927.11.11220,Tb927.11.11690,Tb927.11.14630,Tb927.11.4380,Tb927.11.7010,Tb927.11.8150,Tb927.11.8160,Tb927.2.2720,Tb927.2.3930,Tb927.3.2020,Tb927.3.4960,Tb927.3.930,Tb927.4.1510,Tb927.4.3020,Tb927.4.4430,Tb927.5.1090,Tb927.7.3160,Tb927.7.6680,Tb927.7.920,Tb927.8.3250,Tb927.8.3350,Tb927.9.3650,Tb927.9.6560," 4.2 2.6 3.13 2.85845698485e-06 7.15005421287e-05 0.000485937687425 1 "Molecular Function"
"24" "GO:0030554" "adenyl nucleotide binding" 647 27 "Tb927.1.4420,Tb927.10.15400,Tb927.10.5350,Tb927.11.10730,Tb927.11.11220,Tb927.11.11690,Tb927.11.14630,Tb927.11.4380,Tb927.11.7010,Tb927.11.8150,Tb927.11.8160,Tb927.2.2720,Tb927.2.3930,Tb927.3.2020,Tb927.3.4960,Tb927.3.930,Tb927.4.1510,Tb927.4.3020,Tb927.4.4430,Tb927.5.1090,Tb927.7.3160,Tb927.7.6680,Tb927.7.920,Tb927.8.3250,Tb927.8.3350,Tb927.9.3650,Tb927.9.6560," 4.2 2.6 3.13 2.94413997001e-06 7.15005421287e-05 0.000500503794901 1 "Molecular Function"
"25" "GO:0008144" "drug binding" 660 27 "Tb927.1.4420,Tb927.10.15400,Tb927.10.5350,Tb927.11.10730,Tb927.11.11220,Tb927.11.11690,Tb927.11.14630,Tb927.11.4380,Tb927.11.7010,Tb927.11.8150,Tb927.11.8160,Tb927.2.2720,Tb927.2.3930,Tb927.3.2020,Tb927.3.4960,Tb927.3.930,Tb927.4.1510,Tb927.4.3020,Tb927.4.4430,Tb927.5.1090,Tb927.7.3160,Tb927.7.6680,Tb927.7.920,Tb927.8.3250,Tb927.8.3350,Tb927.9.3650,Tb927.9.6560," 4.1 2.55 3.06 4.29569503935e-06 9.12835195863e-05 0.00073026815669 1 "Molecular Function"
"26" "GO:0017111" "nucleoside-triphosphatase activity" 329 17 "Tb927.1.4420,Tb927.10.15400,Tb927.10.5350,Tb927.11.11220,Tb927.11.11690,Tb927.11.14630,Tb927.11.8160,Tb927.3.2020,Tb927.3.4960,Tb927.3.930,Tb927.4.1510,Tb927.4.3020,Tb927.7.3160,Tb927.7.920,Tb927.8.3250,Tb927.8.3350,Tb927.9.3650," 5.2 3.22 3.7 1.82003366893e-05 0.000343506016869 0.00309405723719 1 "Molecular Function"
"27" "GO:0032553" "ribonucleotide binding" 763 28 "Tb11.02.5420,Tb927.1.4420,Tb927.10.15400,Tb927.10.5350,Tb927.11.10730,Tb927.11.11220,Tb927.11.11690,Tb927.11.14630,Tb927.11.4380,Tb927.11.7010,Tb927.11.8150,Tb927.11.8160,Tb927.2.2720,Tb927.2.3930,Tb927.3.2020,Tb927.3.4960,Tb927.3.930,Tb927.4.1510,Tb927.4.3020,Tb927.4.4430,Tb927.5.1090,Tb927.7.3160,Tb927.7.6680,Tb927.7.920,Tb927.8.3250,Tb927.8.3350,Tb927.9.3650,Tb927.9.6560," 3.7 2.28 2.72 2.16956003938e-05 0.000343506016869 0.00368825206694 1 "Molecular Function"
"28" "GO:0097367" "carbohydrate derivative binding" 764 28 "Tb11.02.5420,Tb927.1.4420,Tb927.10.15400,Tb927.10.5350,Tb927.11.10730,Tb927.11.11220,Tb927.11.11690,Tb927.11.14630,Tb927.11.4380,Tb927.11.7010,Tb927.11.8150,Tb927.11.8160,Tb927.2.2720,Tb927.2.3930,Tb927.3.2020,Tb927.3.4960,Tb927.3.930,Tb927.4.1510,Tb927.4.3020,Tb927.4.4430,Tb927.5.1090,Tb927.7.3160,Tb927.7.6680,Tb927.7.920,Tb927.8.3250,Tb927.8.3350,Tb927.9.3650,Tb927.9.6560," 3.7 2.28 2.71 2.2226859915e-05 0.000343506016869 0.00377856618555 1 "Molecular Function"
"29" "GO:0016818" "hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides" 341 17 "Tb927.1.4420,Tb927.10.15400,Tb927.10.5350,Tb927.11.11220,Tb927.11.11690,Tb927.11.14630,Tb927.11.8160,Tb927.3.2020,Tb927.3.4960,Tb927.3.930,Tb927.4.1510,Tb927.4.3020,Tb927.7.3160,Tb927.7.920,Tb927.8.3250,Tb927.8.3350,Tb927.9.3650," 5 3.1 3.56 2.88829086111e-05 0.000370465641279 0.00491009446389 1 "Molecular Function"
"30" "GO:0016462" "pyrophosphatase activity" 341 17 "Tb927.1.4420,Tb927.10.15400,Tb927.10.5350,Tb927.11.11220,Tb927.11.11690,Tb927.11.14630,Tb927.11.8160,Tb927.3.2020,Tb927.3.4960,Tb927.3.930,Tb927.4.1510,Tb927.4.3020,Tb927.7.3160,Tb927.7.920,Tb927.8.3250,Tb927.8.3350,Tb927.9.3650," 5 3.1 3.56 2.88829086111e-05 0.000370465641279 0.00491009446389 1 "Molecular Function"
"31" "GO:0016817" "hydrolase activity, acting on acid anhydrides" 344 17 "Tb927.1.4420,Tb927.10.15400,Tb927.10.5350,Tb927.11.11220,Tb927.11.11690,Tb927.11.14630,Tb927.11.8160,Tb927.3.2020,Tb927.3.4960,Tb927.3.930,Tb927.4.1510,Tb927.4.3020,Tb927.7.3160,Tb927.7.920,Tb927.8.3250,Tb927.8.3350,Tb927.9.3650," 4.9 3.08 3.53 3.23033458831e-05 0.000370465641279 0.00549156880013 1 "Molecular Function"
"32" "GO:1901265" "nucleoside phosphate binding" 828 29 "Tb11.02.5420,Tb927.1.4420,Tb927.10.15400,Tb927.10.5350,Tb927.11.10730,Tb927.11.11220,Tb927.11.11690,Tb927.11.14630,Tb927.11.4380,Tb927.11.7010,Tb927.11.7380,Tb927.11.8150,Tb927.11.8160,Tb927.2.2720,Tb927.2.3930,Tb927.3.2020,Tb927.3.4960,Tb927.3.930,Tb927.4.1510,Tb927.4.3020,Tb927.4.4430,Tb927.5.1090,Tb927.7.3160,Tb927.7.6680,Tb927.7.920,Tb927.8.3250,Tb927.8.3350,Tb927.9.3650,Tb927.9.6560," 3.5 2.18 2.59 3.59610770847e-05 0.000370465641279 0.0061133831044 1 "Molecular Function"
"33" "GO:0000166" "nucleotide binding" 828 29 "Tb11.02.5420,Tb927.1.4420,Tb927.10.15400,Tb927.10.5350,Tb927.11.10730,Tb927.11.11220,Tb927.11.11690,Tb927.11.14630,Tb927.11.4380,Tb927.11.7010,Tb927.11.7380,Tb927.11.8150,Tb927.11.8160,Tb927.2.2720,Tb927.2.3930,Tb927.3.2020,Tb927.3.4960,Tb927.3.930,Tb927.4.1510,Tb927.4.3020,Tb927.4.4430,Tb927.5.1090,Tb927.7.3160,Tb927.7.6680,Tb927.7.920,Tb927.8.3250,Tb927.8.3350,Tb927.9.3650,Tb927.9.6560," 3.5 2.18 2.59 3.59610770847e-05 0.000370465641279 0.0061133831044 1 "Molecular Function"
"34" "GO:0016787" "hydrolase activity" 786 28 "Tb927.1.4050,Tb927.1.4420,Tb927.10.15400,Tb927.10.5350,Tb927.11.1090,Tb927.11.1100,Tb927.11.11220,Tb927.11.1130,Tb927.11.11690,Tb927.11.14630,Tb927.11.15750,Tb927.11.8160,Tb927.2.2340,Tb927.3.2020,Tb927.3.4230,Tb927.3.4960,Tb927.3.930,Tb927.4.1510,Tb927.4.3020,Tb927.5.1760,Tb927.5.4560,Tb927.7.3160,Tb927.7.4020,Tb927.7.920,Tb927.8.3250,Tb927.8.3350,Tb927.8.8330,Tb927.9.3650," 3.6 2.22 2.63 3.73693841425e-05 0.000370465641279 0.00635279530423 1 "Molecular Function"
"35" "GO:0035639" "purine ribonucleoside triphosphate binding" 745 27 "Tb927.1.4420,Tb927.10.15400,Tb927.10.5350,Tb927.11.10730,Tb927.11.11220,Tb927.11.11690,Tb927.11.14630,Tb927.11.4380,Tb927.11.7010,Tb927.11.8150,Tb927.11.8160,Tb927.2.2720,Tb927.2.3930,Tb927.3.2020,Tb927.3.4960,Tb927.3.930,Tb927.4.1510,Tb927.4.3020,Tb927.4.4430,Tb927.5.1090,Tb927.7.3160,Tb927.7.6680,Tb927.7.920,Tb927.8.3250,Tb927.8.3350,Tb927.9.3650,Tb927.9.6560," 3.6 2.26 2.66 3.93277408354e-05 0.000370465641279 0.00668571594202 1 "Molecular Function"
"36" "GO:0032555" "purine ribonucleotide binding" 751 27 "Tb927.1.4420,Tb927.10.15400,Tb927.10.5350,Tb927.11.10730,Tb927.11.11220,Tb927.11.11690,Tb927.11.14630,Tb927.11.4380,Tb927.11.7010,Tb927.11.8150,Tb927.11.8160,Tb927.2.2720,Tb927.2.3930,Tb927.3.2020,Tb927.3.4960,Tb927.3.930,Tb927.4.1510,Tb927.4.3020,Tb927.4.4430,Tb927.5.1090,Tb927.7.3160,Tb927.7.6680,Tb927.7.920,Tb927.8.3250,Tb927.8.3350,Tb927.9.3650,Tb927.9.6560," 3.6 2.24 2.64 4.52882794402e-05 0.000384120255355 0.00769900750484 1 "Molecular Function"
"37" "GO:0017076" "purine nucleotide binding" 753 27 "Tb927.1.4420,Tb927.10.15400,Tb927.10.5350,Tb927.11.10730,Tb927.11.11220,Tb927.11.11690,Tb927.11.14630,Tb927.11.4380,Tb927.11.7010,Tb927.11.8150,Tb927.11.8160,Tb927.2.2720,Tb927.2.3930,Tb927.3.2020,Tb927.3.4960,Tb927.3.930,Tb927.4.1510,Tb927.4.3020,Tb927.4.4430,Tb927.5.1090,Tb927.7.3160,Tb927.7.6680,Tb927.7.920,Tb927.8.3250,Tb927.8.3350,Tb927.9.3650,Tb927.9.6560," 3.6 2.23 2.63 4.74501491909e-05 0.000384120255355 0.00806652536245 1 "Molecular Function"
"38" "GO:0043168" "anion binding" 848 29 "Tb11.02.5420,Tb927.1.4420,Tb927.10.15400,Tb927.10.5350,Tb927.11.10730,Tb927.11.11220,Tb927.11.11690,Tb927.11.14630,Tb927.11.4380,Tb927.11.7010,Tb927.11.7380,Tb927.11.8150,Tb927.11.8160,Tb927.2.2720,Tb927.2.3930,Tb927.3.2020,Tb927.3.4960,Tb927.3.930,Tb927.4.1510,Tb927.4.3020,Tb927.4.4430,Tb927.5.1090,Tb927.7.3160,Tb927.7.6680,Tb927.7.920,Tb927.8.3250,Tb927.8.3350,Tb927.9.3650,Tb927.9.6560," 3.4 2.13 2.52 5.58975105424e-05 0.000430518665271 0.0095025767922 1 "Molecular Function"
"39" "GO:0003824" "catalytic activity" 1989 52 "Tb11.02.5420,Tb927.1.4050,Tb927.1.4420,Tb927.10.15400,Tb927.10.5350,Tb927.10.6900,Tb927.10.8390,Tb927.10.9750,Tb927.11.1090,Tb927.11.1100,Tb927.11.11220,Tb927.11.1130,Tb927.11.11690,Tb927.11.14630,Tb927.11.15750,Tb927.11.3390,Tb927.11.4210,Tb927.11.7010,Tb927.11.7380,Tb927.11.8150,Tb927.11.8160,Tb927.2.2260,Tb927.2.2340,Tb927.2.2720,Tb927.3.2020,Tb927.3.4230,Tb927.3.4960,Tb927.3.930,Tb927.4.1510,Tb927.4.3020,Tb927.4.310,Tb927.4.4430,Tb927.4.4510,Tb927.4.4740,Tb927.4.770,Tb927.5.1090,Tb927.5.1760,Tb927.5.4560,Tb927.5.910,Tb927.7.3160,Tb927.7.4020,Tb927.7.5790,Tb927.7.6680,Tb927.7.7040,Tb927.7.920,Tb927.8.1590,Tb927.8.3250,Tb927.8.3350,Tb927.8.7400,Tb927.8.8330,Tb927.9.3650,Tb927.9.6560," 2.6 1.63 2.1 5.82466429484e-05 0.000430518665271 0.00990192930124 1 "Molecular Function"
"40" "GO:0036094" "small molecule binding" 852 29 "Tb11.02.5420,Tb927.1.4420,Tb927.10.15400,Tb927.10.5350,Tb927.11.10730,Tb927.11.11220,Tb927.11.11690,Tb927.11.14630,Tb927.11.4380,Tb927.11.7010,Tb927.11.7380,Tb927.11.8150,Tb927.11.8160,Tb927.2.2720,Tb927.2.3930,Tb927.3.2020,Tb927.3.4960,Tb927.3.930,Tb927.4.1510,Tb927.4.3020,Tb927.4.4430,Tb927.5.1090,Tb927.7.3160,Tb927.7.6680,Tb927.7.920,Tb927.8.3250,Tb927.8.3350,Tb927.9.3650,Tb927.9.6560," 3.4 2.12 2.51 6.09251841098e-05 0.000431553387444 0.0103572812987 1 "Molecular Function"
"41" "GO:0005515" "protein binding" 1104 34 "Tb927.1.4180,Tb927.1.4310,Tb927.10.11580,Tb927.10.1170,Tb927.10.14610,Tb927.10.15400,Tb927.10.1970,Tb927.10.5380,Tb927.10.6050,Tb927.10.8390,Tb927.10.850,Tb927.11.16890,Tb927.11.3300,Tb927.11.3390,Tb927.11.4280,Tb927.11.5740,Tb927.2.2260,Tb927.3.2020,Tb927.3.4960,Tb927.4.310,Tb927.6.5080,Tb927.6.620,Tb927.7.1670,Tb927.7.2120,Tb927.7.920,Tb927.7.990,Tb927.8.1050,Tb927.8.1480,Tb927.8.1840,Tb927.8.6500,Tb927.8.7950,Tb927.9.1750,Tb927.9.3650,Tb927.9.4080," 3.1 1.92 2.3 9.30942024223e-05 0.000633040576472 0.0158260144118 1 "Molecular Function"
"42" "GO:0004198" "calcium-dependent cysteine-type endopeptidase activity" 17 4 "Tb927.11.1090,Tb927.11.1100,Tb927.11.1130,Tb927.8.8330," 23.5 14.64 19.43 0.000128606279179 0.000809743239275 0.0218630674604 1 "Molecular Function"
"43" "GO:0043167" "ion binding" 1177 35 "Tb11.02.5420,Tb927.1.4420,Tb927.10.11580,Tb927.10.15400,Tb927.10.5350,Tb927.11.10730,Tb927.11.11220,Tb927.11.11690,Tb927.11.12770,Tb927.11.14630,Tb927.11.4380,Tb927.11.7010,Tb927.11.7380,Tb927.11.8150,Tb927.11.8160,Tb927.2.2720,Tb927.2.3930,Tb927.3.2020,Tb927.3.4960,Tb927.3.930,Tb927.4.1510,Tb927.4.3020,Tb927.4.4430,Tb927.5.1090,Tb927.5.4560,Tb927.6.4720,Tb927.7.3160,Tb927.7.6680,Tb927.7.920,Tb927.8.1050,Tb927.8.3250,Tb927.8.3350,Tb927.9.3650,Tb927.9.4080,Tb927.9.6560," 3 1.85 2.22 0.000144974541693 0.000880202574562 0.0246456720877 1 "Molecular Function"
"44" "GO:0140096" "catalytic activity, acting on a protein" 547 18 "Tb927.1.4050,Tb927.10.8390,Tb927.10.9750,Tb927.11.1090,Tb927.11.1100,Tb927.11.1130,Tb927.11.3390,Tb927.11.4210,Tb927.11.7010,Tb927.11.8150,Tb927.2.2720,Tb927.3.4230,Tb927.4.310,Tb927.4.770,Tb927.7.6680,Tb927.8.1590,Tb927.8.8330,Tb927.9.6560," 3.3 2.05 2.27 0.00270687302129 0.0158678763317 0.46016841362 1 "Molecular Function"
"45" "GO:0004197" "cysteine-type endopeptidase activity" 41 4 "Tb927.11.1090,Tb927.11.1100,Tb927.11.1130,Tb927.8.8330," 9.8 6.07 6.81 0.00406443112169 0.0230317763563 0.690953290688 1 "Molecular Function"
"46" "GO:0016887" "ATPase activity" 163 8 "Tb927.1.4420,Tb927.11.11220,Tb927.11.11690,Tb927.11.14630,Tb927.4.1510,Tb927.7.3160,Tb927.8.3250,Tb927.8.3350," 4.9 3.05 3.31 0.00462369760449 0.0253557610569 0.786028592764 1 "Molecular Function"
"47" "GO:0016814" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines" 8 2 "Tb927.11.15750,Tb927.5.4560," 25 15.56 20.73 0.0067322973817 0.0357653298403 1 1 "Molecular Function"
"48" "GO:0042254" "ribosome biogenesis" 93 19 "Tb927.10.10010,Tb927.10.14680,Tb927.10.15380,Tb927.10.170,Tb927.10.5300,Tb927.10.7450,Tb927.10.7500,Tb927.11.13930,Tb927.11.3070,Tb927.11.7100,Tb927.11.8770,Tb927.4.1440,Tb927.4.1900,Tb927.6.1900,Tb927.6.3210,Tb927.6.670,Tb927.8.1980,Tb927.8.5490,Tb927.9.15060," 20.4 5.78 7.45 3.86330919176e-10 2.21367616688e-07 2.21367616688e-07 2 "Biological Process"
"49" "GO:0022613" "ribonucleoprotein complex biogenesis" 102 19 "Tb927.10.10010,Tb927.10.14680,Tb927.10.15380,Tb927.10.170,Tb927.10.5300,Tb927.10.7450,Tb927.10.7500,Tb927.11.13930,Tb927.11.3070,Tb927.11.7100,Tb927.11.8770,Tb927.4.1440,Tb927.4.1900,Tb927.6.1900,Tb927.6.3210,Tb927.6.670,Tb927.8.1980,Tb927.8.5490,Tb927.9.15060," 18.6 5.27 6.64 2.01987322995e-09 5.78693680379e-07 1.15738736076e-06 2 "Biological Process"
"50" "GO:0016072" "rRNA metabolic process" 55 14 "Tb927.10.15380,Tb927.10.170,Tb927.10.7450,Tb927.10.7500,Tb927.11.13930,Tb927.11.8770,Tb927.2.2180,Tb927.4.1440,Tb927.4.1900,Tb927.6.1900,Tb927.6.3210,Tb927.6.670,Tb927.8.1980,Tb927.8.5490," 25.5 7.2 9.76 4.05830668262e-09 7.75136576379e-07 2.32540972914e-06 2 "Biological Process"
"51" "GO:0034470" "ncRNA processing" 87 17 "Tb927.10.15380,Tb927.10.170,Tb927.10.7450,Tb927.10.7500,Tb927.11.11660,Tb927.11.13930,Tb927.11.5240,Tb927.11.8770,Tb927.4.1440,Tb927.4.1900,Tb927.4.3110,Tb927.5.3520,Tb927.6.1900,Tb927.6.3210,Tb927.6.670,Tb927.8.1980,Tb927.8.5490," 19.5 5.53 7 6.84865074842e-09 9.81069219711e-07 3.92427687884e-06 2 "Biological Process"
"52" "GO:0006364" "rRNA processing" 52 13 "Tb927.10.15380,Tb927.10.170,Tb927.10.7450,Tb927.10.7500,Tb927.11.13930,Tb927.11.8770,Tb927.4.1440,Tb927.4.1900,Tb927.6.1900,Tb927.6.3210,Tb927.6.670,Tb927.8.1980,Tb927.8.5490," 25 7.07 9.5 1.87433566332e-08 2.14798867017e-06 1.07399433508e-05 2 "Biological Process"
"53" "GO:0071840" "cellular component organization or biogenesis" 457 40 "Tb927.1.2400,Tb927.10.10010,Tb927.10.11160,Tb927.10.14680,Tb927.10.15180,Tb927.10.15380,Tb927.10.170,Tb927.10.4980,Tb927.10.5300,Tb927.10.7450,Tb927.10.7500,Tb927.10.7570,Tb927.10.8310,Tb927.11.12150,Tb927.11.13780,Tb927.11.13930,Tb927.11.14950,Tb927.11.2300,Tb927.11.3070,Tb927.11.7100,Tb927.11.8770,Tb927.3.5180,Tb927.4.1440,Tb927.4.1900,Tb927.4.2260,Tb927.5.830,Tb927.6.1900,Tb927.6.3100,Tb927.6.3210,Tb927.6.670,Tb927.6.900,Tb927.8.1750,Tb927.8.1980,Tb927.8.4150,Tb927.8.4380,Tb927.8.5490,Tb927.9.11220,Tb927.9.15060,Tb927.9.15240,Tb927.9.5590," 8.8 2.48 2.89 6.89760784686e-08 6.50137916081e-06 3.95232929625e-05 2 "Biological Process"
